Lista de Productos,Precios,Descuento,Marca,Supermercado,Image URL,Lista de Productos Normalizados
filete de atún en aceite campomar 150g,S/. 5.90,9 %,Campomar,Metro,,[CLS] file ##te de at ##ún en aceite campo ##mar 150 ##g [SEP]
sopa instantánea ajinomen sabor gallina 80g,S/1.60,0,Ajinomen,Metro,,[CLS] so ##pa instant ##án ##ea aj ##ino ##men sabor gall ##ina 80 ##g [SEP]
lenteja bebé tesoro del campo bolsa 500 g,S/5.30,0,Tesoro del Campo,Metro,,[CLS] lente ##ja be ##bé tesoro del campo bol ##sa 500 g [SEP]
trigo mote costeño bolsa 500 g,S/4.00,0,Costeño,Metro,,[CLS] tri ##go mot ##e coste ##ño bol ##sa 500 g [SEP]
maíz pop corn costeño bolsa 500 g,S/3.68,20 %,Costeño,Metro,,[CLS] maí ##z pop corn coste ##ño bol ##sa 500 g [SEP]
lenteja costeño bolsa 500 g,S/4.64,20 %,Costeño,Metro,,[CLS] lente ##ja coste ##ño bol ##sa 500 g [SEP]
arroz superior valle norte primera cosecha bolsa 5 kg,S/. 20.90,0,Valle Norte,Metro,,[CLS] arroz superior valle norte primera cose ##cha bol ##sa 5 kg [SEP]
arroz superior costeño bolsa 5 kg,S/. 22.50,0,Costeño,Metro,,[CLS] arroz superior coste ##ño bol ##sa 5 kg [SEP]
arroz extra costeño bolsa 750 g,S/. 4.50,0,Costeño,Metro,,[CLS] arroz extra coste ##ño bol ##sa 750 g [SEP]
sixpack galletas saladas ritz sandwich sabor queso 30g,S/4.50,0,Ritz,Metro,,[CLS] six ##pac ##k gall ##etas sala ##das rit ##z sand ##wich sabor que ##so 30 ##g [SEP]
fideos cuisine &co tornillo 450g,S/3.70,0,cuisine---co,Metro,,[CLS] fi ##deo ##s cuisine & co torn ##illo 450 ##g [SEP]
fideos cuisine &co corbata 250g,S/1.70,5 %,cuisine---co,Metro,,[CLS] fi ##deo ##s cuisine & co cor ##bata 250 ##g [SEP]
aceite de girasol monteagle botella 900ml,S/9.69,34 %,Monteagle,Metro,,[CLS] aceite de gira ##sol monte ##agle bot ##ella 900 ##ml [SEP]
pastina rigatoni don vittorio 235g,S/2.30,0,don-vittorio,Metro,,[CLS] pasti ##na ri ##gato ##ni don vit ##torio 235 ##g [SEP]
fideos codo rayado don vittorio 225g,S/2.30,0,don-vittorio,Metro,,[CLS] fi ##deo ##s co ##do raya ##do don vit ##torio 225 ##g [SEP]
tripack menestras cuisine & co 500g: arveja + lenteja + frijol canario,S/14.20,10 %,Cuisine & Co,Metro,,[CLS] trip ##ack men ##est ##ras cuisine & co 500 ##g : arv ##eja + lente ##ja + fri ##jo ##l can ##ario [SEP]
fideo tallarín delgado nicolini 450g,S/3.70,7 %,Nicolini,Metro,,[CLS] fi ##deo talla ##rí ##n del ##gado nic ##olin ##i 450 ##g [SEP]
fideo fettuccini don vittorio 950g,S/6.00,11 %,Don Vittorio,Metro,,[CLS] fi ##deo fet ##tu ##cci ##ni don vit ##torio 950 ##g [SEP]
ají panca en pasta cuisine & co 200g,S/5.90,15 %,Cuisine & Co,Metro,,[CLS] aj ##í pan ##ca en pasta cuisine & co 200 ##g [SEP]
laurel en hojas secas cuisine & co 3g,S/1.60,0,Cuisine & Co,Metro,,[CLS] lau ##rel en hojas seca ##s cuisine & co 3 ##g [SEP]
comino molido cuisine & co 18g,S/2.79,0,Cuisine & Co,Metro,,[CLS] com ##ino mol ##ido cuisine & co 18 ##g [SEP]
pimienta negra molida cuisine & co 18g,S/3.20,0,Cuisine & Co,Metro,,[CLS] pi ##mien ##ta negra mol ##ida cuisine & co 18 ##g [SEP]
vinagre blanco cuisine & co 1l,S/4.60,0,Cuisine & Co,Metro,,[CLS] vin ##ag ##re blanco cuisine & co 1 ##l [SEP]
vinagre blanco cuisine & co 500ml,S/2.99,0,Cuisine & Co,Metro,,[CLS] vin ##ag ##re blanco cuisine & co 500 ##ml [SEP]
atún desmenuzado máxima 170g,S/2.72,20 %,Máxima,Metro,,[CLS] at ##ún des ##menu ##zado máxima 170 ##g [SEP]
aceite de girasol cuisine & co 900ml,S/11.90,7 %,Cuisine & Co,Metro,,[CLS] aceite de gira ##sol cuisine & co 900 ##ml [SEP]
maicena umsha 180g,S/2.80,0,Umsha,Metro,,[CLS] mai ##cena ums ##ha 180 ##g [SEP]
sazonador ají panca sin picante sobre 57 g 6 unid,S/2.20,0,Sibarita,Metro,,[CLS] sa ##zona ##dor aj ##í pan ##ca sin pi ##cante sobre 57 g 6 uni ##d [SEP]
sal fina 600 g,S/7.84,20 %,maras-gourmet,Metro,,[CLS] sal fina 600 g [SEP]
trigo mote bolsa 350 g,S/2.70,0,Tesoro del Campo,Metro,,[CLS] tri ##go mot ##e bol ##sa 350 g [SEP]
aceite vegetal primor clásico 1.8l,S/20.90,0,Primor,Metro,,[CLS] aceite vegetal primo ##r clásico 1 . 8 ##l [SEP]
pecanas peladas cuisine&co pote 100 g,S/13.30,0,Cuisine & Co,Metro,,[CLS] pe ##cana ##s pela ##das cuisine & co pot ##e 100 g [SEP]
macaroni & cheese cuisine & co sabor original caja 226g,S/6.40,0,Cuisine & Co,Metro,,[CLS] mac ##aron ##i & che ##ese cuisine & co sabor original caja 226 ##g [SEP]
sillau kikko botella 1 litro,S/6.90,0,Kikko,Metro,,[CLS] sil ##lau ki ##kko bot ##ella 1 lit ##ro [SEP]
leche condensada cuisine & co lata 397g,S/5.40,11 %,Cuisine & Co,Metro,,[CLS] lec ##he conde ##nsa ##da cuisine & co lata 397 ##g [SEP]
mayonesa light cuisine & co doypack 475 g,S/10.16,20 %,Cuisine & Co,Metro,,[CLS] mayo ##nesa light cuisine & co do ##y ##pac ##k 475 g [SEP]
salsa de culantro con espinaca culantrito sibarita doypack 250 g,S/3.90,0,Sibarita,Metro,,[CLS] salsa de cu ##lant ##ro con es ##pina ##ca cu ##lant ##rito si ##bari ##ta do ##y ##pac ##k 250 g [SEP]
kétchup cuisine & co 380g,S/6.64,20 %,Cuisine & Co,Metro,,[CLS] két ##chu ##p cuisine & co 380 ##g [SEP]
mayonesa tradicional cuisine & co 475g,S/10.16,20 %,Cuisine & Co,Metro,,[CLS] mayo ##nesa tradicional cuisine & co 475 ##g [SEP]
papas inka chips sabor jalapeño 135g,S/6.50,18 %,Inka Chips,Metro,,[CLS] papa ##s in ##ka chip ##s sabor ja ##lap ##eño 135 ##g [SEP]
pastina tornillo de colores don vittorio 250g,S/2.30,0,Don Vittorio,Metro,,[CLS] pasti ##na torn ##illo de colores don vit ##torio 250 ##g [SEP]
maní salado cuisine & co 200g,S/6.50,0,Cuisine & Co,Metro,,[CLS] man ##í sala ##do cuisine & co 200 ##g [SEP]
caldo concentrado sabor tocino doña gusta  caja 42 g,S/1.70,0,Doña Gusta,Metro,,[CLS] cal ##do con ##centra ##do sabor to ##cino do ##ña gu ##sta caja 42 g [SEP]
solido de atún en agua y sal metro lata 120 g,S/4.48,20 %,Metro,Metro,,[CLS] solid ##o de at ##ún en agua y sal metro lata 120 g [SEP]
papas en hojuelas lay's clásicas 150g + piqueo snax original 200g,S/11.90,14 %,Frito Lays,Metro,,[CLS] papa ##s en ho ##ju ##elas lay ' s clásica ##s 150 ##g + pi ##que ##o sna ##x original 200 ##g [SEP]
pallar cuisine & co bolsa 500 gr,S/5.52,20 %,Cuisine & Co,Metro,,[CLS] pal ##lar cuisine & co bol ##sa 500 gr [SEP]
frijol panamito cuisine & co bolsa 500 gr,S/5.20,0,Cuisine & Co,Metro,,[CLS] fri ##jo ##l pan ##ami ##to cuisine & co bol ##sa 500 gr [SEP]
frijol canario cuisine & co 500g,S/7.10,0,Cuisine & Co,Metro,,[CLS] fri ##jo ##l can ##ario cuisine & co 500 ##g [SEP]
papa seca máxima bolsa 500 g,S/5.50,0,Máxima,Metro,,[CLS] papa seca máxima bol ##sa 500 g [SEP]
lomito de atún primor 170g,S/6.70,0,Primor,Metro,,[CLS] lo ##mit ##o de at ##ún primo ##r 170 ##g [SEP]
papas al hilo villa natura 150g,S/5.70,20 %,Villa Natura,Metro,,[CLS] papa ##s al hil ##o villa natura 150 ##g [SEP]
garbanzo maixma bolsa 500 g,S/4.90,0,Máxima,Metro,,[CLS] gar ##ban ##zo mai ##x ##ma bol ##sa 500 g [SEP]
pallar maxima bolsa 500 g,S/5.90,0,Máxima,Metro,,[CLS] pal ##lar maxima bol ##sa 500 g [SEP]
frejol canario máxima 500g,S/6.70,0,Máxima,Metro,,[CLS] fr ##ejo ##l can ##ario máxima 500 ##g [SEP]
arroz familiar maxima bolsa 5 kg,S/. 16.20,0,Máxima,Metro,,[CLS] arroz familiar maxima bol ##sa 5 kg [SEP]
aceite vegetal cocinero 900ml,S/9.60,13 %,Cocinero,Metro,,[CLS] aceite vegetal co ##cine ##ro 900 ##ml [SEP]
galletas saladitas cuisine & co pack 6un 46g,S/3.40,0,Cuisine & Co,Metro,,[CLS] gall ##etas sala ##dita ##s cuisine & co pack 6 ##un 46 ##g [SEP]
lenteja baby paisana bolsa 500 g,S/5.19,0,Paisana,Metro,,[CLS] lente ##ja baby pais ##ana bol ##sa 500 g [SEP]
panquita sibarita doypack 250 gr,S/9.40,0,Sibarita,Metro,,[CLS] pan ##quita si ##bari ##ta do ##y ##pac ##k 250 gr [SEP]
amarillin 250g,S/7.92,20 %,Sibarita,Metro,,[CLS] amar ##ill ##in 250 ##g [SEP]
ajo molido sibarita ajo siba 250g,S/9.90,0,Sibarita,Metro,,[CLS] ajo mol ##ido si ##bari ##ta ajo si ##ba 250 ##g [SEP]
esencia de vainilla universal frasco 100 ml,S/2.60,0,Universal,Metro,,[CLS] ese ##ncia de vain ##illa universal fra ##sco 100 ml [SEP]
maizena universal bolsa 180 g,S/3.60,0,Universal,Metro,,[CLS] mai ##zena universal bol ##sa 180 g [SEP]
chuño universal bolsa 180 g,S/3.10,0,Universal,Metro,,[CLS] chu ##ño universal bol ##sa 180 g [SEP]
polvo para hornear royal sobre 20 g,S/1.04,20 %,Royal,Metro,,[CLS] pol ##vo para horn ##ear royal sobre 20 g [SEP]
galletas rellenitas gn chocolate paquete 288 g,S/4.40,0,GN,Metro,,[CLS] gall ##etas re ##llen ##itas g ##n chocolate pa ##quet ##e 288 g [SEP]
harina de maiz blanco precocida p.a.n contenido 1 kg,S/8.50,25 %,P.A.N.,Metro,,[CLS] hari ##na de mai ##z blanco pre ##co ##cida p . a . n contenido 1 kg [SEP]
trozos de atún en aceite vegetal florida 150g,S/5.80,9 %,Florida,Metro,,[CLS] tro ##zos de at ##ún en aceite vegetal flor ##ida 150 ##g [SEP]
cubito sabor gallina maggi 25un.,S/5.60,0,Maggi,Metro,,[CLS] cu ##bito sabor gall ##ina mag ##gi 25 ##un . [SEP]
papas inka chips sabor bbq y cebolla 135g,S/6.50,18 %,Inka Chips,Metro,,[CLS] papa ##s in ##ka chip ##s sabor b ##b ##q y ce ##boll ##a 135 ##g [SEP]
chocolate chocman 6un,S/. 4.10,0,Costa,Metro,,[CLS] chocolate cho ##cm ##an 6 ##un [SEP]
leche condensada gloria doy pack 200 g,S/4.40,0,Gloria,Metro,,[CLS] lec ##he conde ##nsa ##da gloria do ##y pack 200 g [SEP]
salsa a la bolognesa molitalia pomarola 370g,S/7.20,0,Molitalia,Metro,,[CLS] salsa a la bolo ##gnes ##a mol ##ital ##ia po ##mar ##ola 370 ##g [SEP]
gelatina universal de uva sobre 130g,S/3.75,0,Universal,Metro,,[CLS] gela ##tina universal de u ##va sobre 130 ##g [SEP]
gelatina universal de naranja sobre 130g,S/3.75,0,Universal,Metro,,[CLS] gela ##tina universal de nar ##anja sobre 130 ##g [SEP]
gelatina en polvo sabor a naranja royal sobre 160 g,S/3.00,20 %,Royal,Metro,,[CLS] gela ##tina en pol ##vo sabor a nar ##anja royal sobre 160 g [SEP]
gelatina diet universal piña caja 19 g,S/3.50,0,Universal,Metro,,[CLS] gela ##tina diet universal pi ##ña caja 19 g [SEP]
mezcla para apanar ajinomix ajinomoto crocante bolsa 96 g,S/3.10,0,Ajinomoto,Metro,,[CLS] mezcla para apan ##ar aj ##ino ##mi ##x aj ##ino ##moto c ##roca ##nte bol ##sa 96 g [SEP]
orégano molido sibarita pack 6 unid x 3.5 g,S/1.99,0,Sibarita,Metro,,[CLS] or ##ég ##ano mol ##ido si ##bari ##ta pack 6 uni ##d x 3 . 5 g [SEP]
orégano entero sibarita sobre 9 g,S/1.99,0,Sibarita,Metro,,[CLS] or ##ég ##ano enter ##o si ##bari ##ta sobre 9 g [SEP]
vinagre blanco venturo botella plástica 600 ml,S/5.20,0,Venturo,Metro,,[CLS] vin ##ag ##re blanco vent ##uro bot ##ella pl ##ástica 600 ml [SEP]
vinagre blanco florida botella plástica 625 ml,S/3.40,0,Florida,Metro,,[CLS] vin ##ag ##re blanco flor ##ida bot ##ella pl ##ástica 625 ml [SEP]
sazonador deli arroz pack 6 unid,S/1.70,0,Deli Arroz,Metro,,[CLS] sa ##zona ##dor del ##i arroz pack 6 uni ##d [SEP]
sazonador ajinomoto sobre 250 g,S/6.70,0,Ajinomoto,Metro,,[CLS] sa ##zona ##dor aj ##ino ##moto sobre 250 g [SEP]
sazonador ajinomoto bolsa 500 g,S/11.50,0,Ajinomoto,Metro,,[CLS] sa ##zona ##dor aj ##ino ##moto bol ##sa 500 g [SEP]
salsa roja completa don vittorio 200g,S/3.90,0,Don Vittorio,Metro,,[CLS] salsa roja completa don vit ##torio 200 ##g [SEP]
concentrado de tomate molitalia 110g,S/2.10,0,Molitalia,Metro,,[CLS] con ##centra ##do de toma ##te mol ##ital ##ia 110 ##g [SEP]
mayonesa light alacena 400g,S/13.90,0,AlaCena,Metro,,[CLS] mayo ##nesa light ala ##cena 400 ##g [SEP]
mayonesa alacena 190g,S/9.90,0,AlaCena,Metro,,[CLS] mayo ##nesa ala ##cena 190 ##g [SEP]
comino molido sibarita sobre 6 unid,S/3.90,0,Sibarita,Metro,,[CLS] com ##ino mol ##ido si ##bari ##ta sobre 6 uni ##d [SEP]
ají especial panquita sin picante sibarita pack 3 unid x 31.2 g,S/3.60,0,Sibarita,Metro,,[CLS] aj ##í especial pan ##quita sin pi ##cante si ##bari ##ta pack 3 uni ##d x 31 . 2 g [SEP]
tortillas de maíz tostitos original 200g,S/6.50,30 %,Frito Lays,Metro,,[CLS] to ##rti ##llas de maí ##z tos ##tito ##s original 200 ##g [SEP]
papas al hilo lays 155g,S/5.90,0,Frito Lays,Metro,,[CLS] papa ##s al hil ##o lay ##s 155 ##g [SEP]
galletas integrackers integrackers miel 30g 9un,S/10.00,0,Victoria,Metro,,[CLS] gall ##etas integra ##cker ##s integra ##cker ##s mi ##el 30 ##g 9 ##un [SEP]
wafers nik costa vainilla pack 6un,S/. 4.20,0,Costa,Metro,,[CLS] wa ##fers ni ##k costa vain ##illa pack 6 ##un [SEP]
wafers nik costa chocolate pack 6un,S/. 4.20,0,Costa,Metro,,[CLS] wa ##fers ni ##k costa chocolate pack 6 ##un [SEP]
sixpack galletas oreo original 36g,S/3.84,20 %,Oreo,Metro,,[CLS] six ##pac ##k gall ##etas ore ##o original 36 ##g [SEP]
sixpack galletas marquesitas vainilla 46g,S/5.80,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas marques ##itas vain ##illa 46 ##g [SEP]
sixpack galletas glacitas toffee 32g,S/5.00,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas g ##lac ##itas to ##ffe ##e 32 ##g [SEP]
sixpack galletas casino menta 47g,S/4.60,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas casino ment ##a 47 ##g [SEP]
sixpack galletas casino fresa 47g,S/4.60,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas casino fr ##esa 47 ##g [SEP]
galletas saladas ritz mini paquete 50 g,S/1.20,20 %,Ritz,Metro,,[CLS] gall ##etas sala ##das rit ##z mini pa ##quet ##e 50 g [SEP]
sixpack galletas bañadas en chocolate chokosoda field 36g,S/4.80,20 %,Field,Metro,,[CLS] six ##pac ##k gall ##etas ba ##ñada ##s en chocolate cho ##kos ##oda field 36 ##g [SEP]
sixpack galleta costa soda light 40g,S/4.60,0,Costa,Metro,,[CLS] six ##pac ##k gall ##eta costa so ##da light 40 ##g [SEP]
galletas animalitos vainilla bolsa 500 g,S/4.90,0,San Jorge,Metro,,[CLS] gall ##etas animali ##tos vain ##illa bol ##sa 500 g [SEP]
galletas animalitos vainilla bolsa 150 g,S/1.80,0,San Jorge,Metro,,[CLS] gall ##etas animali ##tos vain ##illa bol ##sa 150 g [SEP]
tallarín molitalia 450g,S/3.70,5 %,Molitalia,Metro,,[CLS] talla ##rí ##n mol ##ital ##ia 450 ##g [SEP]
spaghetti nro 32 molitalia 450g,S/3.70,5 %,Molitalia,Metro,,[CLS] sp ##agh ##etti nr ##o 32 mol ##ital ##ia 450 ##g [SEP]
pastina tornillo chico molitalia bolsa 250 g,S/2.10,0,Molitalia,Metro,,[CLS] pasti ##na torn ##illo chi ##co mol ##ital ##ia bol ##sa 250 g [SEP]
pastina letras molitalia bolsa 250 g,S/2.10,0,Molitalia,Metro,,[CLS] pasti ##na letras mol ##ital ##ia bol ##sa 250 g [SEP]
pastina fusilli tricolor molitalia bolsa 250 g,S/2.75,0,Molitalia,Metro,,[CLS] pasti ##na fu ##sil ##li tri ##color mol ##ital ##ia bol ##sa 250 g [SEP]
pastina canuto chico don vittorio 235g,S/2.30,0,Don Vittorio,Metro,,[CLS] pasti ##na can ##uto chi ##co don vit ##torio 235 ##g [SEP]
fideos linguine molitalia 450g,S/3.70,5 %,Molitalia,Metro,,[CLS] fi ##deo ##s li ##ngu ##ine mol ##ital ##ia 450 ##g [SEP]
cabello de ángel nro 24 molitalia bolsa 250 g,S/2.10,0,Molitalia,Metro,,[CLS] cabe ##llo de án ##gel nr ##o 24 mol ##ital ##ia bol ##sa 250 g [SEP]
trozos de atún en aceite vegetal campomar 150g,S/5.40,11 %,Campomar,Metro,,[CLS] tro ##zos de at ##ún en aceite vegetal campo ##mar 150 ##g [SEP]
sopa instantánea ajinomen sabor pollo 80g,S/1.60,0,Ajinomen,Metro,,[CLS] so ##pa instant ##án ##ea aj ##ino ##men sabor poll ##o 80 ##g [SEP]
sopa de oriental con fideos ajinomen sobre 80 g,S/1.60,0,Ajinomen,Metro,,[CLS] so ##pa de oriental con fi ##deo ##s aj ##ino ##men sobre 80 g [SEP]
sopa instantánea ajinomen sabor gallina picante 80g,S/1.60,0,Ajinomen,Metro,,[CLS] so ##pa instant ##án ##ea aj ##ino ##men sabor gall ##ina pi ##cante 80 ##g [SEP]
sopa de gallina criolla con fideos ajinomen sobre 80 g,S/1.60,0,Ajinomen,Metro,,[CLS] so ##pa de gall ##ina c ##rio ##lla con fi ##deo ##s aj ##ino ##men sobre 80 g [SEP]
sopa instantánea ajinomen sabor carne 80g,S/1.60,0,Ajinomen,Metro,,[CLS] so ##pa instant ##án ##ea aj ##ino ##men sabor carne 80 ##g [SEP]
cubo sabor gallina maggi 8un.,S/3.50,22 %,Maggi,Metro,,[CLS] cu ##bo sabor gall ##ina mag ##gi 8 ##un . [SEP]
caldo de costilla doña gusta caja 6un,S/1.70,0,Doña Gusta,Metro,,[CLS] cal ##do de costi ##lla do ##ña gu ##sta caja 6 ##un [SEP]
concentrado en polvo doña gusta sabor carne 6un,S/1.70,0,Doña Gusta,Metro,,[CLS] con ##centra ##do en pol ##vo do ##ña gu ##sta sabor carne 6 ##un [SEP]
papa seca costeño bolsa 500 g,S/7.90,0,Costeño,Metro,,[CLS] papa seca coste ##ño bol ##sa 500 g [SEP]
quinua costeño bolsa 500 g,S/9.50,0,Costeño,Metro,,[CLS] qui ##nu ##a coste ##ño bol ##sa 500 g [SEP]
arveja verde costeño bolsa 500 g,S/3.28,20 %,Costeño,Metro,,[CLS] arv ##eja verde coste ##ño bol ##sa 500 g [SEP]
frijol canario costeño bolsa 500 g,S/8.30,0,Costeño,Metro,,[CLS] fri ##jo ##l can ##ario coste ##ño bol ##sa 500 g [SEP]
quinua tesoro del campo bolsa 500 g,S/9.69,0,Tesoro del Campo,Metro,,[CLS] qui ##nu ##a tesoro del campo bol ##sa 500 g [SEP]
frijol canario tesoro del campo bolsa 500 g,S/8.20,0,Tesoro del Campo,Metro,,[CLS] fri ##jo ##l can ##ario tesoro del campo bol ##sa 500 g [SEP]
trigo mote tesoro del campo bolsa 500 g,S/3.50,0,Tesoro del Campo,Metro,,[CLS] tri ##go mot ##e tesoro del campo bol ##sa 500 g [SEP]
arroz gran reserva extra valle norte bolsa 750 g,S/. 4.30,0,Valle Norte,Metro,,[CLS] arroz gran reserva extra valle norte bol ##sa 750 g [SEP]
arroz integral molino rojo bolsa 1 kg,S/. 4.90,0,Molino Rojo,Metro,,[CLS] arroz integral mol ##ino rojo bol ##sa 1 kg [SEP]
aceite de oliva la española extra virgen botella 1 l,S/. 29.94,40 %,La Española,Metro,,[CLS] aceite de oli ##va la española extra vir ##gen bot ##ella 1 l [SEP]
aceite de oliva el olivar extra virgen 500ml,S/21.90,15 %,El Olivar,Metro,,[CLS] aceite de oli ##va el oli ##var extra vir ##gen 500 ##ml [SEP]
galletas saladas ritz 52.5g,S/1.28,20 %,Ritz,Metro,,[CLS] gall ##etas sala ##das rit ##z 52 . 5 ##g [SEP]
sixpack galletas club social original 24g,S/4.20,0,club-social,Metro,,[CLS] six ##pac ##k gall ##etas club social original 24 ##g [SEP]
garbanzos guisine & co 500g,S/4.90,9 %,Cuisine & Co,Metro,,[CLS] gar ##ban ##zos gu ##isin ##e & co 500 ##g [SEP]
filete de atún en agua primor 140g,S/6.20,0,primor,Metro,,[CLS] file ##te de at ##ún en agua primo ##r 140 ##g [SEP]
crema de leche oquendo 236ml,S/6.00,0,Oquendo,Metro,,[CLS] c ##rema de lec ##he o ##quen ##do 236 ##ml [SEP]
chifles crickets leche de tigre 250g,S/10.60,0,Crickets,Metro,,[CLS] chi ##f ##les cricket ##s lec ##he de tigre 250 ##g [SEP]
fideos cuisine &co canuto 450g,S/3.70,0,cuisine---co,Metro,,[CLS] fi ##deo ##s cuisine & co can ##uto 450 ##g [SEP]
premezcla blanca flor keke casero sabor vainilla 750g,S/8.65,0,Blanca Flor,Metro,,[CLS] pre ##mez ##cla blanca flor ke ##ke case ##ro sabor vain ##illa 750 ##g [SEP]
pastinas nicolini corbata grande 225g,S/1.70,0,Nicolini,Metro,,[CLS] pasti ##nas nic ##olin ##i cor ##bata grande 225 ##g [SEP]
sixpack filete de atún en aceite cuisine & co 170g,S/35.40,0,Cuisine & Co,Metro,,[CLS] six ##pac ##k file ##te de at ##ún en aceite cuisine & co 170 ##g [SEP]
tripack menestras máxima 500g: lenteja + frejol canario + maíz pop corn,S/13.90,9 %,Máxima,Metro,,[CLS] trip ##ack men ##est ##ras máxima 500 ##g : lente ##ja + fr ##ejo ##l can ##ario + maí ##z pop corn [SEP]
sixpack filete de atún en agua cuisine & co 170g,S/35.40,0,Cuisine & Co,Metro,,[CLS] six ##pac ##k file ##te de at ##ún en agua cuisine & co 170 ##g [SEP]
tripack menestras cuisine & co 500g: lenteja + frijol canario + maíz pop corn,S/14.90,10 %,Cuisine & Co,Metro,,[CLS] trip ##ack men ##est ##ras cuisine & co 500 ##g : lente ##ja + fri ##jo ##l can ##ario + maí ##z pop corn [SEP]
tripack menestras máxima 500g: arveja + frejol canario + quinua,S/15.50,12 %,Máxima,Metro,,[CLS] trip ##ack men ##est ##ras máxima 500 ##g : arv ##eja + fr ##ejo ##l can ##ario + qui ##nu ##a [SEP]
pack x9 galleta honey bran field,S/5.84,20 %,Field,Metro,,[CLS] pack x ##9 gall ##eta hon ##ey bra ##n field [SEP]
pack x6 trozos atún aceite vegetal campomar 150g,S/31.90,7 %,Campomar,Metro,,[CLS] pack x ##6 tro ##zos at ##ún aceite vegetal campo ##mar 150 ##g [SEP]
tripack filete de atún real en agua 80g,S/12.90,0,Real,Metro,,[CLS] trip ##ack file ##te de at ##ún real en agua 80 ##g [SEP]
trozos de atún en aceite vegetal marinero 170g,S/4.50,16 %,Marinero,Metro,,[CLS] tro ##zos de at ##ún en aceite vegetal marine ##ro 170 ##g [SEP]
maíz frito en hojuelas tortees picante 71g,S/2.70,0,Frito Lays,Metro,,[CLS] maí ##z fri ##to en ho ##ju ##elas to ##rte ##es pi ##cante 71 ##g [SEP]
kétchup b&d 200g,S/3.36,20 %,B&D,Metro,,[CLS] két ##chu ##p b & d 200 ##g [SEP]
mostaza b&d 200g,S/3.12,20 %,B&D,Metro,,[CLS] most ##aza b & d 200 ##g [SEP]
harina sin preparar molitalia 1kg,S/7.40,0,Molitalia,Metro,,[CLS] hari ##na sin preparar mol ##ital ##ia 1 ##kg [SEP]
harina preparada molitalia 1kg,S/7.60,0,Molitalia,Metro,,[CLS] hari ##na pre ##parada mol ##ital ##ia 1 ##kg [SEP]
mostaza alacena 400g,S/8.50,0,AlaCena,Metro,,[CLS] most ##aza ala ##cena 400 ##g [SEP]
concentrado de espinaca y albahaca pomarola 170g,S/. 3.40,0,Molitalia,Metro,,[CLS] con ##centra ##do de es ##pina ##ca y alba ##haca po ##mar ##ola 170 ##g [SEP]
pack x6 galleta con quinua y chispas de chocolate inca sur 30g,S/8.00,6 %,Incasur,Metro,,[CLS] pack x ##6 gall ##eta con qui ##nu ##a y chi ##sp ##as de chocolate in ##ca sur 30 ##g [SEP]
fideo spaghetti nicolini 450g,S/3.70,7 %,Nicolini,Metro,,[CLS] fi ##deo sp ##agh ##etti nic ##olin ##i 450 ##g [SEP]
fideo fettuccini don vittorio 450g,S/4.00,13 %,Don Vittorio,Metro,,[CLS] fi ##deo fet ##tu ##cci ##ni don vit ##torio 450 ##g [SEP]
fideo linguini grosso don vittorio 450g,S/4.00,13 %,Don Vittorio,Metro,,[CLS] fi ##deo li ##ngu ##ini grosso don vit ##torio 450 ##g [SEP]
fideo linguini don vittorio 450g,S/4.00,13 %,Don Vittorio,Metro,,[CLS] fi ##deo li ##ngu ##ini don vit ##torio 450 ##g [SEP]
ají amarillo en pasta cuisine & co 200g,S/5.90,14 %,Cuisine & Co,Metro,,[CLS] aj ##í amarillo en pasta cuisine & co 200 ##g [SEP]
ajo en pasta cuisine & co 200g,S/5.90,14 %,Cuisine & Co,Metro,,[CLS] ajo en pasta cuisine & co 200 ##g [SEP]
canela china en polvo cuisine & co 10g,S/1.90,0,Cuisine & Co,Metro,,[CLS] cane ##la china en pol ##vo cuisine & co 10 ##g [SEP]
romero en hojas secas cuisine & co 4g,S/1.90,0,Cuisine & Co,Metro,,[CLS] rom ##ero en hojas seca ##s cuisine & co 4 ##g [SEP]
páprika en polvo cuisine & co 15g,S/2.20,0,Cuisine & Co,Metro,,[CLS] p ##áp ##rika en pol ##vo cuisine & co 15 ##g [SEP]
orégano molido cuisine & co 8g,S/2.20,0,Cuisine & Co,Metro,,[CLS] or ##ég ##ano mol ##ido cuisine & co 8 ##g [SEP]
hongos y laurel cuisine & co 10g,S/2.30,0,Cuisine & Co,Metro,,[CLS] hon ##gos y lau ##rel cuisine & co 10 ##g [SEP]
sillao cuisine & co 500ml,S/4.20,0,Cuisine & Co,Metro,,[CLS] sil ##lao cuisine & co 500 ##ml [SEP]
gelatina umsha sabor fresa 120g,S/3.50,0,Umsha,Metro,,[CLS] gela ##tina ums ##ha sabor fr ##esa 120 ##g [SEP]
flan umsha sabor vainilla 90g,S/2.20,0,Umsha,Metro,,[CLS] fl ##an ums ##ha sabor vain ##illa 90 ##g [SEP]
comino molido toña 50g,S/7.60,0,Toña,Metro,,[CLS] com ##ino mol ##ido to ##ña 50 ##g [SEP]
canela molida toña 18g,S/3.80,0,Toña,Metro,,[CLS] cane ##la mol ##ida to ##ña 18 ##g [SEP]
