Lista de Productos,Precios,Descuento,Marca,Supermercado,Image URL,Lista de Productos Normalizados
concentrado en polvo doña gusta sabor carne 6un,S/1.70,0,Doña Gusta,Metro,,concentr polv doñ gust sabor carn 6un
frijol castilla tesoro del campo bolsa 500 g,S/5.80,0,Tesoro del Campo,Metro,,frijol castill tesor camp bols 500 g
papa seca costeño bolsa 500 g,S/7.90,0,Costeño,Metro,,pap sec costeñ bols 500 g
quinua costeño bolsa 500 g,S/9.50,0,Costeño,Metro,,quinu costeñ bols 500 g
arveja verde costeño bolsa 500 g,S/3.28,20 %,Costeño,Metro,,arvej verd costeñ bols 500 g
frijol canario costeño bolsa 500 g,S/8.30,0,Costeño,Metro,,frijol canari costeñ bols 500 g
quinua tesoro del campo bolsa 500 g,S/9.69,0,Tesoro del Campo,Metro,,quinu tesor camp bols 500 g
frijol canario tesoro del campo bolsa 500 g,S/8.20,0,Tesoro del Campo,Metro,,frijol canari tesor camp bols 500 g
trigo mote tesoro del campo bolsa 500 g,S/3.50,0,Tesoro del Campo,Metro,,trig mot tesor camp bols 500 g
arroz superior valle norte primera cosecha bolsa 750 g,S/. 3.50,0,Valle Norte,Metro,,arroz superior vall nort primer cosech bols 750 g
arroz gran reserva extra valle norte bolsa 750 g,S/. 4.30,0,Valle Norte,Metro,,arroz gran reserv extra vall nort bols 750 g
arroz integral molino rojo bolsa 1 kg,S/. 4.90,0,Molino Rojo,Metro,,arroz integral molin roj bols 1 kg
aceite de oliva el olivar extra virgen 500ml,S/21.90,15 %,El Olivar,Metro,,aceit oliv oliv extra virg 500ml
galletas saladas ritz 52.5g,S/1.28,20 %,Ritz,Metro,,gallet sal ritz 52.5g
ketchup b&d 1kg,S/13.20,0,B&D,Metro,,ketchup b & d 1kg
garbanzos guisine & co 500g,S/4.90,9 %,Cuisine & Co,Metro,,garbanz guisin & co 500g
filete de atún en agua primor 140g,S/6.20,0,primor,Metro,,filet atun agu primor 140g
crema de leche oquendo 236ml,S/6.00,0,Oquendo,Metro,,crem lech oquend 236ml
chifles crickets leche de tigre 250g,S/10.60,0,Crickets,Metro,,chifl crickets lech tigr 250g
fideos cuisine &co spaguetti 950g,S/5.30,1 %,cuisine---co,Metro,,fide cuisin & co spaguetti 950g
fideos cuisine &co canuto 450g,S/3.70,0,cuisine---co,Metro,,fide cuisin & co canut 450g
premezcla blanca flor keke casero sabor vainilla 750g,S/8.65,0,Blanca Flor,Metro,,premezcl blanc flor kek caser sabor vainill 750g
pastinas nicolini corbata grande 225g,S/1.70,0,Nicolini,Metro,,pastin nicolini corbat grand 225g
pack x6 filete de atún en agua light real 140g,S/29.90,16 %,real,Metro,,pack x6 filet atun agu light real 140g
tripack menestras máxima 500g: lenteja + frejol canario + maíz pop corn,S/13.90,9 %,Máxima,Metro,,tripack menestr maxim 500g : lentej + frejol canari + maiz pop corn
tripack menestras cuisine & co 500g: lenteja + frijol canario + maíz pop corn,S/14.90,10 %,Cuisine & Co,Metro,,tripack menestr cuisin & co 500g : lentej + frijol canari + maiz pop corn
tripack menestras máxima 500g: arveja + frejol canario + quinua,S/15.50,12 %,Máxima,Metro,,tripack menestr maxim 500g : arvej + frejol canari + quinu
pack x6 trozos atún aceite vegetal campomar 150g,S/31.90,7 %,Campomar,Metro,,pack x6 troz atun aceit vegetal campom 150g
tripack filete de atún real en agua 80g,S/12.90,0,Real,Metro,,tripack filet atun real agu 80g
trozos de atún en aceite vegetal marinero 170g,S/4.90,9 %,Marinero,Metro,,troz atun aceit vegetal mariner 170g
sixpack galletas rellenas sublime 46g,S/4.90,28 %,Sublime,Metro,,sixpack gallet rellen sublim 46g
kétchup b&d 200g,S/3.36,20 %,B&D,Metro,,ketchup b & d 200g
harina sin preparar molitalia 1kg,S/7.40,0,Molitalia,Metro,,harin prepar molitali 1kg
harina preparada molitalia 1kg,S/7.60,0,Molitalia,Metro,,harin prepar molitali 1kg
mostaza alacena 400g,S/8.50,0,AlaCena,Metro,,mostaz alacen 400g
concentrado de espinaca y albahaca pomarola 170g,S/. 3.40,0,Molitalia,Metro,,concentr espinac albahac pomarol 170g
pack x6 galleta con quinua y chispas de chocolate inca sur 30g,S/8.00,6 %,Incasur,Metro,,pack x6 gallet quinu chisp chocolat inca sur 30g
fideo spaghetti nicolini 450g,S/3.70,7 %,Nicolini,Metro,,fide spaghetti nicolini 450g
fideo fettuccini don vittorio 450g,S/4.00,13 %,Don Vittorio,Metro,,fide fettuccini don vittori 450g
fideo linguini grosso don vittorio 450g,S/4.00,13 %,Don Vittorio,Metro,,fide linguini gross don vittori 450g
fideo linguini don vittorio 450g,S/4.00,13 %,Don Vittorio,Metro,,fide linguini don vittori 450g
ají amarillo en pasta cuisine & co 200g,S/5.90,14 %,Cuisine & Co,Metro,,aji amarill past cuisin & co 200g
ají panca en pasta cuisine & co 200g,S/5.90,15 %,Cuisine & Co,Metro,,aji panc past cuisin & co 200g
canela china en polvo cuisine & co 10g,S/1.90,0,Cuisine & Co,Metro,,canel chin polv cuisin & co 10g
romero en hojas secas cuisine & co 4g,S/1.90,0,Cuisine & Co,Metro,,romer hoj sec cuisin & co 4g
orégano molido cuisine & co 8g,S/2.20,0,Cuisine & Co,Metro,,oregan mol cuisin & co 8g
hongos y laurel cuisine & co 10g,S/2.30,0,Cuisine & Co,Metro,,hong laurel cuisin & co 10g
sillao cuisine & co 500ml,S/4.20,0,Cuisine & Co,Metro,,silla cuisin & co 500ml
gelatina umsha sabor fresa 120g,S/3.50,0,Umsha,Metro,,gelatin umsha sabor fres 120g
vinagreta alacena pollera 190g,S/5.50,0,AlaCena,Metro,,vinagret alacen poller 190g
flan umsha sabor vainilla 90g,S/2.20,0,Umsha,Metro,,flan umsha sabor vainill 90g
comino molido toña 50g,S/7.60,0,Toña,Metro,,comin mol toñ 50g
ajo en polvo toña 18g,S/4.20,0,Toña,Metro,,ajo polv toñ 18g
canela molida toña 18g,S/3.80,0,Toña,Metro,,canel mol toñ 18g
salsa culantrito con espinaca envasado 550 g,S/7.80,0,Sibarita,Metro,,sals culantrit espinac envas 550 g
salsa de ají amarillo envasado 550 g,S/13.12,20 %,Sibarita,Metro,,sals aji amarill envas 550 g
salsa de ají panca envasado 550 g,S/16.10,0,Sibarita,Metro,,sals aji panc envas 550 g
arroz faraón superior rojo x 750 g,S/. 3.80,0,Faraon,Metro,,arroz faraon superior roj x 750 g
vinagre blanco sibarita botella 500 ml,S/3.30,0,Sibarita,Metro,,vinagr blanc sibarit botell 500 ml
pack 12 unid filete atún en agua,S/67.90,0,florida,Metro,,pack 12 unid filet atun agu
pasta spaghetti nro 5 bolsa 1 kg,S/5.90,6 %,Cuisine & Co,Metro,,past spaghetti nro 5 bols 1 kg
galletas dulces bolsa 90 g,S/3.50,0,Chaplin,Metro,,gallet dulc bols 90 g
lentejas bebé bolsa 500 g,S/6.10,0,Valle Norte,Metro,,lentej beb bols 500 g
pudín sabor a vainilla en polvo bolsa 110 g,S/2.56,20 %,Royal,Metro,,pudin sabor vainill polv bols 110 g
galletas integrales cracknel integral paquete 175 g,S/2.70,0,San Jorge,Metro,,gallet integral cracknel integral paquet 175 g
galletas sabor vainilla munición bolsa 450 g,S/5.90,0,San Jorge,Metro,,gallet sabor vainill municion bols 450 g
galletas fruta mixta bolsa 450 g,S/6.40,0,San Jorge,Metro,,gallet frut mixt bols 450 g
ketchup libby's,S/9.30,0,Libby's,Metro,,ketchup libby 's
vinagre de manzana frasco 500 ml,S/9.90,0,Cuisine & Co,Metro,,vinagr manzan frasc 500 ml
mostaza b&d frasco 425 g + kétchup b&d frasco 425 g,S/8.96,20 %,B&D,Metro,,mostaz b & d frasc 425 g + ketchup b & d frasc 425 g
aceite de oliva cuisine & co botella 1 lt,S/33.20,20 %,Cuisine & Co,Metro,,aceit oliv cuisin & co botell 1 lt
pasas morenas cuisine&co pote 250 g,S/7.60,0,Cuisine & Co,Metro,,pas moren cuisin & co pot 250 g
almendras cuisine&co pote 100 g,S/8.50,0,Cuisine & Co,Metro,,almendr cuisin & co pot 100 g
dulce de leche gloria doypack 200 g,S/4.20,0,Gloria,Metro,,dulc lech glori doypack 200 g
bizcocho relleno chocman black pack 6un,S/. 4.00,0,Costa,Metro,,bizcoch rellen chocm black pack 6un
puré de papas cuisine & co bolsa 125 g,S/4.50,0,Cuisine & Co,Metro,,pur pap cuisin & co bols 125 g
maní tostado villa natura 200g,S/6.90,0,Villa Natura,Metro,,man tost vill natur 200g
frutos de secos cocktail premium villa natura 250g,S/17.90,0,Villa Natura,Metro,,frut sec cocktail premium vill natur 250g
frutos secos berries berry mix villa natura 150g,S/7.50,17 %,Villa Natura,Metro,,frut sec berri berry mix vill natur 150g
frutos de secos cocktail premium villa natura 150g,S/8.90,18 %,Villa Natura,Metro,,frut sec cocktail premium vill natur 150g
almendras deshidratadas villa natura 80g,S/8.00,0,Villa Natura,Metro,,almendr deshidrat vill natur 80g
papas fritas nativas tiyapuy bolsa 160 g,S/. 7.50,0,Tiyapuy,Metro,,pap frit nativ tiyapuy bols 160 g
pasas morenas cuisine&co bolsa 180 g,S/4.69,0,Cuisine & Co,Metro,,pas moren cuisin & co bols 180 g
pecanas peladas frutos y snacks seleccionados cuisine & co 80g,S/12.90,0,Cuisine & Co,Metro,,pecan pel frut snacks seleccion cuisin & co 80g
almendras naturales frutos y snacks seleccionados cuisine & co 90g,S/7.80,0,Cuisine & Co,Metro,,almendr natural frut snacks seleccion cuisin & co 90g
salsa de tomate cuisine & co doypack 380 g,S/4.32,20 %,Cuisine & Co,Metro,,sals tomat cuisin & co doypack 380 g
crema de ají cuisine & co doypack 380 g,S/9.04,20 %,Cuisine & Co,Metro,,crem aji cuisin & co doypack 380 g
arroz extra añejo cuisine & co bolsa 750 g,S/. 3.80,0,Cuisine & Co,Metro,,arroz extra añej cuisin & co bols 750 g
papas en hojuelas lay's clásicas 150g + tortillas de maíz doritos queso atrevido 190g,S/14.10,0,Lays,Metro,,pap hojuel lay 's clasic 150g + tortill maiz dorit ques atrev 190g
aceite vegetal cuisine&co botella 900 ml,S/9.90,9 %,Cuisine & Co,Metro,,aceit vegetal cuisin & co botell 900 ml
galletas saladas jamón ahumado crackelet costa bolsa 150 gr,S/3.70,0,Costa,Metro,,gallet sal jamon ahum crackelet cost bols 150 gr
galleta con avena y uvas pasas quaker pack 6 unid,S/8.90,0,Quaker,Metro,,gallet aven uvas pas quak pack 6 unid
chicle sin azúcar de fresa trident 18un,S/2.88,20 %,Trident,Metro,,chicl azuc fres trident 18un
mayonesa hellmann's regular 443ml,S/13.60,30 %,Hellmann's,Metro,,mayones hellmann 's regul 443ml
salsa roja peruana casa verde 350g,S/10.50,0,Casa Verde,Metro,,sals roj peruan cas verd 350g
galleta chokis chispas clásica pack 6un,S/8.50,0,Chokis,Metro,,gallet chokis chisp clasic pack 6un
aceite vegetal nicolini 900ml,S/10.00,11 %,Nicolini,Metro,,aceit vegetal nicolini 900ml
galletas de chocolate rellenas con crema oreo mini bolsa 40 g,S/1.20,20 %,Oreo,Metro,,gallet chocolat rellen crem ore mini bols 40 g
solido de atún en aceite vegetal metro lata 170 g,S/4.48,20 %,Metro,Metro,,sol atun aceit vegetal metr lat 170 g
tortillas de maíz doritos queso atrevido 190g,S/6.50,30 %,Frito Lays,Metro,,tortill maiz dorit ques atrev 190g
harina sin preparar blanca flor 1kg,S/7.30,0,Blanca Flor,Metro,,harin prepar blanc flor 1kg
quinua cuisine & co 500g,S/9.20,0,Cuisine & Co,Metro,,quinu cuisin & co 500g
crema de champiñones metro contenido 70 g,S/3.80,0,Metro,Metro,,crem champiñon metr conten 70 g
mayonesa libby's 380g,S/10.90,9 %,Libby's,Metro,,mayones libby 's 380g
ketchup libbys doypack 200 g,S/5.70,0,Libby's,Metro,,ketchup libbys doypack 200 g
galletas de arroz clásicas sin gluten costeño doypack 150 g,S/6.79,0,Costeño,Metro,,gallet arroz clasic glut costeñ doypack 150 g
galletas con grageas chips fiesta paquete 36 g pack 6 unid,S/4.30,0,Costa,Metro,,gallet grag chips fiest paquet 36 g pack 6 unid
spaghetti integral la molisana le integrali 500g,S/. 6.67,25 %,La Molisana,Metro,,spaghetti integral molisan integrali 500g
grated de atun en aceite vegetal florida lata 170 g,S/4.60,0,Florida,Metro,,grat atun aceit vegetal flor lat 170 g
saquillo de arroz maxima contenido 10 kg,S/. 30.90,0,Máxima,Metro,,saquill arroz maxim conten 10 kg
lenteja máxima 500g,S/4.30,0,Máxima,Metro,,lentej maxim 500g
pasta codo rayado molitalia bolsa 250 g,S/2.10,0,Molitalia,Metro,,past cod ray molitali bols 250 g
lenteja baby paisana bolsa 500 g,S/5.19,0,Paisana,Metro,,lentej baby paisan bols 500 g
sopa fuchi fu provenzal 55 g,S/4.44,0,Provenzal,Metro,,sop fuchi fu provenzal 55 g
salsa de aji amarillin sibarita 100 g,S/2.64,20 %,Sibarita,Metro,,sals aji amarillin sibarit 100 g
penne rigate cuisine & co 500g,S/3.50,12 %,Cuisine & Co,Metro,,penn rigat cuisin & co 500g
fideos fusilli cuisine & co 500g,S/3.50,12 %,Cuisine & Co,Metro,,fide fusilli cuisin & co 500g
filete atún en aceite de girasol real tripack de 80 g c/u,S/12.90,0,Real,Metro,,filet atun aceit girasol real tripack 80 g c/u
arroz extra paisana bolsa 1 kg,S/. 5.20,0,Paisana,Metro,,arroz extra paisan bols 1 kg
chifles norteños milys 250g,S/10.20,0,Milys,Metro,,chifl norteñ milys 250g
harina sin preparar nicolini 1kg,S/6.00,0,Nicolini,Metro,,harin prepar nicolini 1kg
salsa de soya con ajo y kión kikko 350ml,S/4.70,0,Kikko,Metro,,sals soy ajo kion kikk 350ml
sillau #06 kikko botella 350 ml,S/3.50,0,Kikko,Metro,,sillau # 06 kikk botell 350 ml
manjarblanco bazo velarde 200g,S/4.65,0,Bazo Velarde,Metro,,manjarblanc baz velard 200g
maizena universal bolsa 180 g,S/3.60,0,Universal,Metro,,maizen universal bols 180 g
crema de leche nestlé lata 300 g,S/10.90,0,Nestlé,Metro,,crem lech nestl lat 300 g
salsa a la bolognesa molitalia pomarola 170g,S/4.40,0,Molitalia,Metro,,sals bolognes molitali pomarol 170g
manjar blanco bonlé bolsa 200 g - manjar bonle x 200,S/4.40,0,Bonlé,Metro,,manj blanc bonl bols 200 g - manj bonl x 200
crema instantánea maggi sabor espárragos 65g,S/3.40,12 %,Maggi,Metro,,crem instantane maggi sabor esparrag 65g
galleta integrales costa six pack,S/5.00,0,Costa,Metro,,gallet integral cost six pack
galletas con quinua y frutos rojos incasur caja 6 unid bolsa 30 gr,S/8.00,6 %,Incasur,Metro,,gallet quinu frut roj incasur caj 6 unid bols 30 gr
crema de leche uht gloria bolsa 946 ml,S/22.90,20 %,Gloria,Metro,,crem lech uht glori bols 946 ml
pudín de chocolate en polvo royal bolsa 110 g,S/2.80,20 %,Royal,Metro,,pudin chocolat polv royal bols 110 g
mazamorra morada en polvo royal bolsa 140 g,S/2.71,20 %,Royal,Metro,,mazamorr mor polv royal bols 140 g
flan universal vainilla 150g,S/4.60,0,Universal,Metro,,flan universal vainill 150g
gelatina universal de limón sobre 130g,S/3.75,0,Universal,Metro,,gelatin universal limon 130g
gelatina en polvo sabor a limón royal sobre 160 g,S/3.00,20 %,Royal,Metro,,gelatin polv sabor limon royal 160 g
gelatina en polvo sabor a cereza royal sobre 160 g,S/3.00,20 %,Royal,Metro,,gelatin polv sabor cerez royal 160 g
gelatina diet universal naranja caja 19 g,S/3.50,0,Universal,Metro,,gelatin diet universal naranj caj 19 g
gelatina sabor limón diet universal 19g,S/3.50,0,Universal,Metro,,gelatin sabor limon diet universal 19g
vinagre tinto venturo botella plástica 600 ml,S/5.20,0,Venturo,Metro,,vinagr tint ventur botell plastic 600 ml
tuco sibarita pack 6 unid x 9.30 g,S/4.60,0,Sibarita,Metro,,tuc sibarit pack 6 unid x 9.30 g
sazonador ajinomoto sobre 250 g,S/6.70,0,Ajinomoto,Metro,,sazon ajinomot 250 g
salsa ají amarillín sin picante sibarita 93.6g,S/3.68,20 %,Sibarita,Metro,,sals aji amarillin picant sibarit 93.6g
crema de ají y queso alacena huancaína 400g,S/13.90,0,AlaCena,Metro,,crem aji ques alacen huancain 400g
crema de rocoto alacena uchucuta 400g,S/13.90,0,AlaCena,Metro,,crem rocot alacen uchucut 400g
pimienta negra molida badia frasco 2 onzas,S/9.90,0,Badia,Metro,,pimient negr mol badi frasc 2 onzas
mayonesa kraft real mayo 443ml,S/9.90,47 %,Kraft,Metro,,mayones kraft real may 443ml
ketchup heinz doy pack 397 g,S/11.90,0,Heinz,Metro,,ketchup heinz doy pack 397 g
clavo de olor entero badia sobre 0.25 onzas,S/4.19,0,Badia,Metro,,clav olor enter badi 0.25 onzas
canela molida sibarita sobre 10 g,S/2.30,0,Sibarita,Metro,,canel mol sibarit 10 g
ajo en polvo badia pote 3 oz,S/12.90,0,Badia,Metro,,ajo polv badi pot 3 oz
ají panquita sibarita natural sobre 100 g,S/2.50,0,Sibarita,Metro,,aji panquit sibarit natural 100 g
macaroni & cheese kraft original caja 206 g,S/6.80,0,Kraft,Metro,,macaroni & chees kraft original caj 206 g
papas ondas picante lays 140g,S/4.90,28 %,Frito Lays,Metro,,pap ondas picant lays 140g
maní crocante picante karinto 200g,S/5.50,31 %,Karinto,Metro,,man crocant picant karint 200g
chifles salados crickets 250g,S/10.30,0,Crickets,Metro,,chifl sal crickets 250g
galletas salvado con ajonjolí bolsa 70 g,S/2.80,0,Fibra Light,Metro,,gallet salv ajonjol bols 70 g
wafers nik costa fresa pack 6un,S/. 4.20,0,Costa,Metro,,wafers nik cost fres pack 6un
sixpack galletas oreo cookies and cream 36g,S/3.84,20 %,Oreo,Metro,,sixpack gallet ore cooki and cream 36g
sixpack galletas oreo sabor vainilla 36g,S/3.84,20 %,Oreo,Metro,,sixpack gallet ore sabor vainill 36g
sixpack galletas oreo sabor chocolate 36g,S/3.84,20 %,Oreo,Metro,,sixpack gallet ore sabor chocolat 36g
sixpack galletas marquesitas naranja 46g,S/5.80,0,Victoria,Metro,,sixpack gallet marquesit naranj 46g
sixpack galletas marquesitas coco 46g,S/5.80,0,Victoria,Metro,,sixpack gallet marquesit coc 46g
sixpack galletas chomp naranja 42g,S/5.90,0,Victoria,Metro,,sixpack gallet chomp naranj 42g
sixpack galletas chomp chocolate 42g,S/5.90,0,Victoria,Metro,,sixpack gallet chomp chocolat 42g
sixpack galletas tentación sabor naranja 47g,S/4.50,0,Victoria,Metro,,sixpack gallet tentacion sabor naranj 47g
sixpack galletas glacitas chocolate 32g,S/5.00,0,Victoria,Metro,,sixpack gallet glacit chocolat 32g
sixpack galletas casino lúcuma 47g,S/4.80,0,Victoria,Metro,,sixpack gallet casin lucum 47g
sixpack galletas casino alfajor 47g,S/4.80,0,Victoria,Metro,,sixpack gallet casin alfajor 47g
galletas field doña pepa travesuras 50g,S/1.20,20 %,Field,Metro,,gallet field doñ pep travesur 50g
galletas de agua san jorge nubbe bolsa 110 g,S/2.10,0,San Jorge,Metro,,gallet agu san jorg nubb bols 110 g
galletas vainiya costa pack 6 unid x 32 g,S/3.99,0,Costa,Metro,,gallet vainiy cost pack 6 unid x 32 g
pack x6 galleta pícaras la extrema 40g,S/6.20,4 %,Picaras,Metro,,pack x6 gallet pic extrem 40g
sixpack wafer sublime power 25g,S/6.20,20 %,Sublime,Metro,,sixpack waf sublim pow 25g
wafer cua cua mini field bolsa 42 g,S/1.28,20 %,Field,Metro,,waf cua cua mini field bols 42 g
galletas soda san jorge paquete 75 g,S/1.60,0,San Jorge,Metro,,gallet sod san jorg paquet 75 g
beso de moza clásico 9un,S/7.90,29 %,Nestlé,Metro,,bes moz clasic 9un
marshmallow con cobertura sabor chocolate olé olé 50un,S/8.50,15 %,Olé Olé,Metro,,marshmallow cobertur sabor chocolat ole ole 50un
pastina letras y números don vittorio 235g,S/2.30,0,Don Vittorio,Metro,,pastin letr numer don vittori 235g
fussilli de verduras la montanara bolsa 500 g,S/7.55,0,La Montanara,Metro,,fussilli verdur montan bols 500 g
pastina caracol chico don vittorio 235g,S/2.30,0,Don Vittorio,Metro,,pastin caracol chic don vittori 235g
pastina canuto chico molitalia bolsa 250 g,S/2.10,0,Molitalia,Metro,,pastin canut chic molitali bols 250 g
fideos linguine molitalia 450g,S/3.70,5 %,Molitalia,Metro,,fide linguin molitali 450g
fetuccini extra huevo la montanara bolsa 500 g,S/7.55,0,La Montanara,Metro,,fetuccini extra huev montan bols 500 g
lomito de atún real en aceite de oliva tripack de 80 g c/u,S/12.90,0,Real,Metro,,lomit atun real aceit oliv tripack 80 g c/u
sólido de caballa campomar en aceite lata 170 gr,S/5.30,0,Campomar,Metro,,sol caball campom aceit lat 170 gr
cubo sabor carne maggi 8un,S/3.50,22 %,Maggi,Metro,,cub sabor carn maggi 8un
aceite de oliva el olivar extra virgen botella 200 ml,S/14.00,0,El Olivar,Metro,,aceit oliv oliv extra virg botell 200 ml
morón americano costeño bolsa 500 g,S/4.60,0,Costeño,Metro,,moron american costeñ bols 500 g
frijol negro costeño bolsa 500 g,S/6.80,0,Costeño,Metro,,frijol negr costeñ bols 500 g
frijol red kidney costeño bolsa 500 g,S/6.59,0,Costeño,Metro,,frijol red kidney costeñ bols 500 g
garbanzos costeño bolsa 500 g,S/6.00,0,Costeño,Metro,,garbanz costeñ bols 500 g
pallar costeño bolsa 500 g,S/6.90,0,Costeño,Metro,,pall costeñ bols 500 g
lenteja tesoro del campo bolsa 500 g,S/5.00,0,Tesoro del Campo,Metro,,lentej tesor camp bols 500 g
aceite sabor original pam spray 6 onzas,S/24.00,0,Pam,Metro,,aceit sabor original pam spray 6 onzas
aceite de oliva filippo berio extra virgen 1l,S/. 38.92,25 %,Filippo Berio,Metro,,aceit oliv filipp beri extra virg 1l
aceite de oliva el olivar extra virgen 1l,S/46.90,0,El Olivar,Metro,,aceit oliv oliv extra virg 1l
chicle trident sabor menta 45.5g,S/9.10,0,Trident,Metro,,chicl trident sabor ment 45.5g
aceite de ajonjolí olivos del sur 200ml,S/12.90,11 %,Olivos del Sur,Metro,,aceit ajonjol oliv sur 200ml
papas fritas lay's ondas sabor queso 140g,S/4.90,28 %,Frito Lays,Metro,,pap frit lay 's ondas sabor ques 140g
chips sabor chocolate winter 200g,S/9.90,0,Winters,Metro,,chips sabor chocolat wint 200g
fideos cuisine &co spaguetti 450g,S/4.10,0,cuisine---co,Metro,,fide cuisin & co spaguetti 450g
fideos cuisine &co linguini 950g,S/5.30,1 %,cuisine---co,Metro,,fide cuisin & co linguini 950g
fideos cuisine &co corbata 450g,S/3.70,0,cuisine---co,Metro,,fide cuisin & co corbat 450g
premezcla blanca flor keke casero sabor naranja 750g,S/8.65,0,Blanca Flor,Metro,,premezcl blanc flor kek caser sabor naranj 750g
arroz superior cuisine & co 5kg,S/. 18.10,0,Cuisine & Co,Metro,,arroz superior cuisin & co 5kg
arroz extra cuisine & co 5kg,S/. 18.90,2 %,Cuisine & Co,Metro,,arroz extra cuisin & co 5kg
pimienta negra entera cuisine & co 50g + molinillo,S/11.60,0,cuisine---co,Metro,,pimient negr enter cuisin & co 50g + molinill
pastina corbata grande don vittorio 225g,S/2.30,0,don-vittorio,Metro,,pastin corbat grand don vittori 225g
pastina tornillo don vittorio 225g,S/2.30,0,don-vittorio,Metro,,pastin tornill don vittori 225g
dúo cocktail nueces 150g + mix clásico 150g villa natura,S/17.10,0,villa-natura,Metro,,duo cocktail nuec 150g + mix clasic 150g vill natur
dúo cocktail nueces sin sal 150g + mixtura 150g villa natura,S/17.10,0,villa-natura,Metro,,duo cocktail nuec sal 150g + mixtur 150g vill natur
sixpack filete de atún en aceite cuisine & co 170g,S/35.40,0,Cuisine & Co,Metro,,sixpack filet atun aceit cuisin & co 170g
sixpack trozos de atún en aceite cuisine & co 170g,S/32.40,0,Cuisine & Co,Metro,,sixpack troz atun aceit cuisin & co 170g
tripack menestras cuisine & co 500g: arveja + lentejón + quinua,S/15.90,14 %,Cuisine & Co,Metro,,tripack menestr cuisin & co 500g : arvej + lentejon + quinu
tripack trozos de atún en aceite cuisine & co 170g,S/16.20,0,Cuisine & Co,Metro,,tripack troz atun aceit cuisin & co 170g
sixpack filete de atún en agua cuisine & co 170g,S/35.40,0,Cuisine & Co,Metro,,sixpack filet atun agu cuisin & co 170g
tripack menestras máxima 500g: arveja partida + lentejón + quinua,S/13.90,12 %,Máxima,Metro,,tripack menestr maxim 500g : arvej part + lentejon + quinu
tostitos redondos sal 280g,S/8.50,29 %,Frito Lays,Metro,,tostit redond sal 280g
pack x9 galleta honey bran field,S/5.84,20 %,Field,Metro,,pack x9 gallet honey bran field
pack x6 sólido caballa aceite vegetal campomar 170g,S/29.90,0,Campomar,Metro,,pack x6 sol caball aceit vegetal campom 170g
bizcocho mini 20un chocman costa 21g,S/11.90,0,Costa,Metro,,bizcoch mini 20un chocm cost 21g
papas lays clásicas 36g,S/2.60,0,Frito Lays,Metro,,pap lays clasic 36g
ají pollero 75g,S/4.50,0,Casa Verde,Metro,,aji poller 75g
conserva de maíz dulce en agua cuisine & co 241g,S/4.90,16 %,Cuisine & Co,Metro,,conserv maiz dulc agu cuisin & co 241g
mayonesa alpesa 350g,S/7.60,0,Alpesa,Metro,,mayones alpes 350g
mostaza alpesa 190g,S/3.60,0,Alpesa,Metro,,mostaz alpes 190g
galleta oreo pack familiar 324g,S/5.60,20 %,Oreo,Metro,,gallet ore pack famili 324g
galleta ritz family sharing 175.8g,S/3.84,20 %,Ritz,Metro,,gallet ritz family sharing 175.8g
maíz frito en hojuelas tortees clásico 71g,S/2.70,0,Frito Lays,Metro,,maiz frit hojuel tort clasic 71g
tortillas de maíz doritos queso fuego 190g,S/6.50,30 %,Frito Lays,Metro,,tortill maiz dorit ques fueg 190g
arroz añejo superior valle norte 5kg,S/. 21.90,0,Valle Norte,Metro,,arroz añej superior vall nort 5kg
pasta de tomate b & d 200g,S/4.20,0,B&D,Metro,,past tomat b & d 200g
pasta de tomate b & d 100g,S/2.20,0,B&D,Metro,,past tomat b & d 100g
palitos sabor a queso cheese tris 140g,S/5.10,0,Frito Lays,Metro,,palit sabor ques chees tris 140g
aceite de coco orgánico cuisine & co 350ml,S/25.99,0,Cuisine & Co,Metro,,aceit coc organ cuisin & co 350ml
ajo en pasta cuisine & co 200g,S/5.90,14 %,Cuisine & Co,Metro,,ajo past cuisin & co 200g
palillo molillo cuisine & co 15g,S/1.80,0,Cuisine & Co,Metro,,palill molill cuisin & co 15g
páprika en polvo cuisine & co 15g,S/2.20,0,Cuisine & Co,Metro,,paprik polv cuisin & co 15g
hongo seco cuisine & co 10g,S/2.90,0,Cuisine & Co,Metro,,hong sec cuisin & co 10g
orégano entero cuisine & co 8g,S/2.10,0,Cuisine & Co,Metro,,oregan enter cuisin & co 8g
pack x6 bizcocho relleno caritas 28g,S/. 4.00,0,Costa,Metro,,pack x6 bizcoch rellen carit 28g
mayonesa blanca alpesa 400g,S/7.99,0,AlaCena,Metro,,mayones blanc alpes 400g
vinagre tinto cuisine & co 500ml,S/2.99,0,Cuisine & Co,Metro,,vinagr tint cuisin & co 500ml
berry crunch original vallealto 250g,S/8.20,18 %,Vallealto,Metro,,berry crunch original vallealt 250g
pimienta negra molida cuisine & co frasco 60g,S/9.30,0,Cuisine & Co,Metro,,pimient negr mol cuisin & co frasc 60g
sal de maras para cocina cuisine & co 500g,S/10.50,0,Cuisine & Co,Metro,,sal mar cocin cuisin & co 500g
salsa blanca completa don vittorio 390g,S/9.30,0,Don Vittorio,Metro,,sals blanc complet don vittori 390g
gelatina umsha sabor naranja 120g,S/3.50,0,Umsha,Metro,,gelatin umsha sabor naranj 120g
